movie_name,Inflation_Success_Failure_Domestic,boxofficemojo_Success_Failure_Domestic,production_year,production_budget,production_budget_adjusted,domestic_box_office,inflation_domestic_adjusted,boxofficemojo_domestic_adjusted,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,popularity,production_companies,production_countries,vote_average,vote_count,actor1_name,actor1_gender,actor2_name,actor2_gender,actor3_name,actor3_gender,actor4_name,actor4_gender,actor5_name,actor5_gender,actor_number,director_name,director_gender,director_number,producer_name,producer_number,screeplay_name,editor_name
Bolt,0,0,2008,150000000,166879930,114053579,130933509,156192459,213961450,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,96,4.045441,Walt Disney Animation Studios,United States of America,6.3,1602,John Travolta,2,Miley Cyrus,1,Susie Essman,1,Mark Walton,2,Malcolm McDowell,2,16,Chris Williams,2,2,Clark Spencer,1,Dan Fogelman,Tim Mertens
Punisher: War Zone,0,0,2008,35000000,36191545,8050977,9242522,11025536,2106557,R,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,103,3.014744,Lionsgate,Canada,5.6,274,Ray Stevenson,2,Dominic West,2,Julie Benz,1,Colin Salmon,2,Doug Hutchison,2,17,Lexi Alexander,0,1,Gale Anne Hurd,1,none,William Yeh
In the Land of Women,0,0,2007,10500000,12456374,11052958,13009332,14410615,3087444,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97,1.094292,Castle Rock Entertainment,United States of America,5.8,146,Meg Ryan,1,Kristen Stewart,1,Adam Brody,2,JoBeth Williams,1,Olympia Dukakis,1,25,Jon Kasdan,2,1,Steve Golin,4,none,Carol Littleton
Resurrecting the Champ,0,0,2007,13000000,13561512,3172382,3733894,4136085,88173,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,111,1.422926,Battleplan Productions,United States of America,5.9,57,Samuel L. Jackson,2,Josh Hartnett,2,Alan Alda,2,Teri Hatcher,1,Kathryn Morris,1,9,Rod Lurie,2,1,Bob Yari,4,Allison Burnett,Sarah Boyd
How to Lose Friends & Alienate People,0,0,2008,28000000,28410788,2775593,3186381,3801079,9255850,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,105,2.17004,UK Film Council,United Kingdom,6.2,227,Kelan Pannell,0,Janette Scott,1,Simon Pegg,2,Megan Fox,1,Gillian Anderson,1,27,Robert B. Weide,0,1,Elizabeth Karlsen,4,Peter Straughan,David Freeman
Pride and Glory,0,0,2008,30000000,32329627,15740721,18070348,21556377,27700000,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,125,1.413816,New Line Cinema,United States of America,6.3,226,Edward Norton,2,Jon Voight,2,Colin Farrell,2,Noah Emmerich,2,Jennifer Ehle,1,18,Gavin O'Connor,2,1,Greg O'Connor,3,Joe Carnahan,Lisa Zeno Churgin
Georgia Rule,0,0,2007,20000000,23342270,18882880,22225150,24619104,1936721,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,113,0.609071,Universal Pictures,United States of America,5.6,120,Jane Fonda,1,Lindsay Lohan,1,Felicity Huffman,1,Dermot Mulroney,2,Cary Elwes,2,11,Garry Marshall,2,1,none,0,none,none
Over Her Dead Body,0,0,2008,10000000,11120379,7570127,8690506,10367029,14025947,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0,95,1.194547,The Safran Company,United States of America,5.3,137,Eva Longoria,1,Jason Biggs,2,Lake Bell,1,Paul Rudd,2,Lindsay Sloane,1,28,Jeff Lowell,2,1,Paul Brooks,1,none,none
Watchmen,0,0,2009,138000000,149826078,107509799,119335877,128581720,76558558,R,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,161,5.893016,Paramount Pictures,United States of America,7,2606,Malin Ã…kerman,1,Billy Crudup,2,Carla Gugino,1,none,0,Jeffrey Dean Morgan,2,34,Zack Snyder,2,1,Wesley Coller,4,David Hayter,William Hoy
Red,0,0,2010,60000000,70303338,90380162,100683500,102751591,106059531,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,110,1.357029,Billy Goat Pictures,United States of America,6.9,45,Brian Cox,2,Noel Fisher,2,Tom Sizemore,2,Kyle Gallner,0,Shiloh Fernandez,2,13,Lucky McKee,2,2,Steve Blair,3,Stephen Susco,Jon Endre MÃ¸rk
Gran Torino,1,1,2008,25000000,46918105,148095302,170013407,202811429,126447783,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,116,5.486803,Village Roadshow Pictures,United States of America,7.8,2847,Clint Eastwood,2,Christopher Carley,2,Bee Vang,2,Ahney Her,1,Brian Haley,2,51,Clint Eastwood,2,1,Clint Eastwood,3,Nick Schenk,Joel Cox
Semi-Pro,0,0,2008,55000000,59954995,33479698,38434693,45849296,10500665,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,91,0.713599,New Line Cinema,United States of America,5.4,240,Will Ferrell,2,Maura Tierney,1,Woody Harrelson,2,David Koechner,2,Will Arnett,2,16,Kent Alterman,2,1,none,0,none,none
Lakeview Terrace,0,1,2008,20000000,25810999,39263506,45074505,53770023,5557793,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111,1.433347,Screen Gems,United States of America,5.9,276,Samuel L. Jackson,2,Patrick Wilson,2,Kerry Washington,1,Ron Glass,2,Justin Chambers,2,17,Neil LaBute,2,1,John Cameron,3,David Loughery,Joel Plotch
Traitor,0,0,2008,22000000,25482563,23530831,27013394,32224665,4351395,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,114,0.990323,Hyde Park Films,United States of America,6.5,200,Don Cheadle,2,Guy Pearce,2,Neal McDonough,2,SaÃ¯d Taghmaoui,0,Alyy Khan,0,17,Jeffrey Nachmanoff,2,1,Don Cheadle,6,none,Billy Fox
Harold & Kumar Escape from Guantanamo Bay,1,1,2008,12000000,17640092,38108728,43748820,52188594,5244389,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,102,1.525602,New Line Cinema,United States of America,6.2,472,John Cho,2,Kal Penn,2,Neil Patrick Harris,2,Rob Corddry,2,Jack Conley,2,18,Jon Hurwitz,2,2,none,0,Jon Hurwitz,Jeff Freeman
Deliver Us from Evil,0,0,2014,30000000,30917314,30577122,31494436,33571210,57379496,R,Fantasy,Based on Factual Book/Article,Live Action,Horror,0,118,0.033226,Disarming Films,United States of America,7.5,50,Oliver O'Grady,0,Thomas P. Doyle,0,Pope Benedict XVI,0,Adam,0,Monsignor Cain,0,7,Amy Berg,0,1,Amy Berg,1,none,none
Brighton Rock,0,0,2010,11000000,11026180,229653,255833,261088,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,111,0.223938,Charter Film Productions,United Kingdom,7.7,30,Richard Attenborough,2,Carol Marsh,1,Hermione Baddeley,1,William Hartnell,2,Harcourt Williams,2,10,John Boulting,2,1,Roy Boulting,1,Graham Greene,Peter Graham Scott
Righteous Kill,0,0,2008,60000000,65932049,40081410,46013459,54890114,38400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,110,2.048782,Grosvenor Park Media Ltd.,United States of America,5.9,350,Robert De Niro,2,Carla Gugino,1,50 Cent,2,Al Pacino,2,Donnie Wahlberg,2,33,Jon Avnet,2,1,none,0,none,none
The Snowman,0,0,2017,35000000,35000000,6670765,6670765,6670765,36561515,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,142,0.424163,Snowman Enterprise,United Kingdom,7.4,58,David Bowie,2,Raymond Briggs,0,none,0,Mel Smith,2,none,0,3,Dianne Jackson,0,2,none,0,none,none
Angels & Demons,0,0,2009,150000000,164671343,133375846,148047189,159517512,357500000,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,138,5.018012,Columbia Pictures,Italy,6.4,1948,Tom Hanks,2,Ewan McGregor,2,Ayelet Zurer,1,Stellan SkarsgÃ¥rd,2,Pierfrancesco Favino,2,47,Ron Howard,2,1,Brian Grazer,7,David Koepp,Daniel P. Hanley
Push,0,0,2009,38000000,41499268,31811527,35310795,38046586,12600000,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111,2.395478,Icon Productions,United States of America,5.9,581,Dakota Fanning,1,Camilla Belle,1,Chris Evans,2,Djimon Hounsou,2,Maggie Siff,1,15,Paul McGuigan,0,1,Bruce Davey,9,none,none
Doomsday,0,0,2008,33000000,34629298,11008770,12638068,15076132,10612418,R,Science Fiction,Original Screenplay,Live Action,Action,0,109,2.648193,Rogue Pictures,Germany,5.8,332,Rhona Mitra,1,Bob Hoskins,2,Malcolm McDowell,2,Alexander Siddig,2,David O'Hara,2,56,Neil Marshall,2,1,Steven Paul,2,none,Andrew MacRitchie
Star Trek,0,0,2009,140000000,168350302,257730019,286080321,308245103,127950427,PG-13,Science Fiction,Based on TV,Live Action,Adventure,1,125,4.49139,Paramount Pictures,Germany,7.4,4329,Chris Pine,2,Zachary Quinto,2,Leonard Nimoy,2,Eric Bana,2,Bruce Greenwood,2,168,J.J. Abrams,2,1,J.J. Abrams,2,none,Maryann Brandon
Welcome Home Roscoe Jenkins,0,0,2008,27500000,33780605,42436517,48717122,58115352,1171110,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,114,0.291462,Universal Pictures,United States of America,5.7,53,Martin Lawrence,2,James Earl Jones,0,Margaret Avery,1,Joy Bryant,1,Cedric the Entertainer,2,12,Malcolm D. Lee,2,1,none,0,none,none
Mirrors,0,0,2008,35000000,39542333,30691439,35233772,42030871,46529157,R,Contemporary Fiction,Remake,Live Action,Horror,0,111,1.380126,Regency Enterprises,Romania,6,447,Kiefer Sutherland,2,Paula Patton,1,Amy Smart,1,Cameron Boyce,2,Erica Gluck,1,9,Alexandre Aja,2,1,GrÃ©gory Levasseur,2,none,Baxter
Sex Drive,0,0,2008,19000000,20243568,8402485,9646053,11506915,2010000,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,101,2.683407,"Summit Entertainment, LLC",United States of America,6,318,Josh Zuckerman,2,Amanda Crew,1,Clark Duke,2,James Marsden,2,Seth Green,2,11,Sean Anders,2,1,Leslie Morgenstein,3,Sean Anders,George Folsey Jr.
Max,1,1,2015,20000000,20597188,42656255,43253443,45388684,1001902,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,111,0.489711,Film Council,Canada,6.2,39,John Cusack,2,Noah Taylor,2,Leelee Sobieski,1,Molly Parker,1,Kevin McKidd,2,11,Menno Meyjes,2,1,AndrÃ¡s HÃ¡mori,1,none,Chris Wyatt
Michael Jackson's This Is It,0,0,2009,60000000,67930012,72091016,80021028,86220855,180000000,PG,Factual,Based on Real Life Events,Live Action,Documentary,0,111,0.995973,Columbia Pictures,United States of America,6.6,226,Michael Jackson,2,Orianthi,1,Kenny Ortega,2,Dorian Holley,0,Patrick Woodroffe,0,10,Kenny Ortega,2,1,none,0,none,none
The Longshots,0,0,2008,23000000,24703676,11511323,13214999,15764361,267073,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,95,0.218586,Cube Vision,United States of America,6.7,9,Ice Cube,2,Keke Palmer,1,Tasha Smith,1,Jill Marie Jones,1,Dash Mihok,2,18,Fred Durst,2,1,none,0,none,none
My Best Friend's Girl,0,0,2008,20000000,22844449,19219250,22063699,26320103,15567861,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,101,1.539391,Lionsgate,United States of America,5.4,200,Dane Cook,2,Kate Hudson,1,Alec Baldwin,2,Jason Biggs,2,Diora Baird,1,33,Howard Deutch,2,1,Guymon Casady,9,Howard Deutch,Seth Flaum
City of Ember,0,0,2008,38000000,39165011,7871693,9036704,10780013,9958551,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,90,2.596479,Playtone,United States of America,6.2,565,Saoirse Ronan,1,Harry Treadaway,2,Mary Kay Place,1,Bill Murray,2,Martin Landau,2,21,Gil Kenan,2,1,Tom Hanks,3,Caroline Thompson,Zach Staenberg
Arthur,0,0,2010,40000000,43766035,33035397,36801432,37557352,14752546,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,110,1.185916,Orion Pictures,United States of America,6.5,110,Dudley Moore,2,Liza Minnelli,1,John Gielgud,2,Geraldine Fitzgerald,1,Jill Eikenberry,1,12,Steve Gordon,2,1,Robert Greenhut,1,Steve Gordon,Susan E. Morse
The Game Plan,1,1,2007,22000000,38044732,90648202,106692934,118185228,55942785,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,110,1.755598,Walt Disney Pictures,United States of America,6,387,Dwayne Johnson,2,Madison Pettis,1,Kyra Sedgwick,1,Roselyn SÃ¡nchez,1,Morris Chestnut,2,15,Andy Fickman,2,1,Mark Ciardi,2,none,Michael Jablow
The Unborn,1,1,2009,16000000,20693745,42670410,47364155,51033810,35538402,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,87,1.592345,Rogue Pictures,United States of America,4.8,339,Odette Annable,1,Gary Oldman,2,Meagan Good,1,Cam Gigandet,2,Idris Elba,2,13,David S. Goyer,2,1,Michael Bay,3,none,Jeff Betancourt
Fast & Furious,0,0,2009,85000000,102057069,155064265,172121334,185456861,208000000,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1,107,0.51076,Universal Pictures,United States of America,6.4,2241,Vin Diesel,2,Paul Walker,2,Michelle Rodriguez,1,Jordana Brewster,1,John Ortiz,2,48,Justin Lin,0,1,Michael Fottrell,3,none,Christian Wagner
Disaster Movie,0,0,2008,20000000,22100253,14190901,16291154,19433951,22529851,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87,1.500087,Grosvenor Park Media Ltd.,United States of America,3.1,216,Matt Lanter,2,Vanessa Lachey,1,Nicole Ari Parker,1,Crista Flanagan,1,Gary 'G. Thang' Johnson,0,15,Jason Friedberg,2,2,Jason Friedberg,5,Jason Friedberg,Peck Prior
Knowing,0,0,2009,50000000,58795340,79957634,88752974,95629330,106492683,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,117,2.452787,Summit Entertainment,United Kingdom,5.8,1359,Nicolas Cage,2,Rose Byrne,1,Chandler Canterbury,2,Ben Mendelsohn,2,Nadia Townsend,1,16,Alex Proyas,2,1,Steve Tisch,5,Ryne Douglas Pearson,Richard Learoyd
Quarantine,1,1,2008,12000000,16690388,31691811,36382199,43400847,10232963,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,89,0.727083,Vertigo Entertainment,United States of America,5.5,311,Jennifer Carpenter,1,Steve Harris,2,Jay Hernandez,2,Johnathon Schaech,2,Columbus Short,2,16,John Erick Dowdle,0,1,Doug Davison,2,none,none
Defiance,0,0,2008,50000000,54239432,28644813,32884245,39228087,24342941,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,136,1.775413,Paramount Vantage,United States of America,6.7,544,Daniel Craig,2,Liev Schreiber,2,Jamie Bell,2,Alexa Davalos,1,Allan Corduner,2,73,Edward Zwick,2,1,Edward Zwick,2,none,Steven Rosenblum
Race to Witch Mountain,0,0,2009,50000000,57388985,67172594,74561579,80338422,37931189,PG,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,98,1.300579,Walt Disney Pictures,United States of America,5.5,463,Dwayne Johnson,2,AnnaSophia Robb,1,Alexander Ludwig,2,Carla Gugino,1,Chris Marquette,2,45,Andy Fickman,2,1,none,0,none,none
Passengers,0,0,2016,110000000,111300191,100014699,101314890,103714665,202197735,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,116,1.082987,TriStar Pictures,Canada,5.7,193,Anne Hathaway,1,Patrick Wilson,2,Andre Braugher,2,Dianne Wiest,1,David Morse,2,16,Rodrigo GarcÃ­a,2,1,Julie Lynn,4,none,Thom Noble
An American Carol,0,0,2008,20000000,21037952,7013191,8051143,9604324,8992,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0,83,0.311609,Mpower Pictures,United States of America,4.1,20,Kevin Farley,2,Kelsey Grammer,2,Leslie Nielsen,2,Trace Adkins,2,Robert Davi,2,46,David Zucker,2,1,none,0,none,none
ATL,0,0,2006,17000000,21424648,21170563,25595211,28992359,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,107,1.109487,Warner Bros.,United States of America,5.4,25,T.I.,0,Evan Ross,2,Jackie Long,2,Lauren London,1,Albert Daniels,2,14,Christian Robinson,0,1,Will Smith,1,none,none
Miss Potter,0,0,2006,30000000,30628171,3005605,3633776,4116073,32885652,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,92,0.751467,BBC Films,United Kingdom,6.3,130,Ewan McGregor,2,RenÃ©e Zellweger,1,Emily Watson,0,Barbara Flynn,1,Bill Paterson,2,25,Chris Noonan,2,1,David Kirschner,5,none,none
The Women,0,0,2008,16000000,19981507,26902075,30883582,36841468,23201733,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,115,0.768521,New Line Cinema,United States of America,4.6,91,Cloris Leachman,1,India Ennenga,1,Annette Bening,1,Eva Mendes,1,Debra Messing,1,11,Diane English,1,1,none,0,none,none
Dead Silence,0,0,2007,20000000,22933702,16574590,19508292,21609604,4040071,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,90,2.216206,Universal Pictures,United States of America,6.2,465,Ryan Kwanten,2,Donnie Wahlberg,2,Bob Gunton,2,Amber Valletta,1,Laura Regan,1,14,James Wan,2,1,Mark Burg,3,none,Michael N. Knue
Flicka,0,0,2006,15000000,19389031,21000147,25389178,28758980,896220,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,95,1.528851,Twentieth Century Fox Film Corporation,United Kingdom,6,47,Tim McGraw,2,Maria Bello,1,Armie Hammer,2,Alison Lohman,1,Ryan Kwanten,2,8,Michael Mayer,2,1,none,0,Mark Rosenthal,none
Nancy Drew,0,0,2007,20000000,24528489,25584685,30113174,33356777,5119160,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,97,0.428579,Virtual Studios,United States of America,5.7,133,Emma Roberts,1,Josh Flitter,2,Max Thieriot,2,Rachael Leigh Cook,1,Tate Donovan,2,28,Andrew Fleming,2,1,Jerry Weintraub,1,Andrew Fleming,Jeff Freeman
The Great Debaters,0,0,2007,15000000,20350027,30226144,35576171,39408214,35149,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,123,2.296335,The Weinstein Company,United States of America,6.9,138,Denzel Washington,2,Nate Parker,2,Forest Whitaker,2,Denzel Whitaker,2,Kimberly Elise,1,49,Denzel Washington,2,1,Oprah Winfrey,4,none,Hughes Winborne
Up,0,0,2009,175000000,207230458,293004164,325234622,350432980,438459213,PG,Fantasy,Original Screenplay,Digital Animation,Adventure,0,89,8.878654,Pixar Animation Studios,United States of America,7.7,6251,Ed Asner,2,Christopher Plummer,2,Jordan Nagai,2,Bob Peterson,2,Delroy Lindo,2,16,Pete Docter,2,1,Jonas Rivera,1,Bob Peterson,Kevin Nolting
2012,0,0,2009,200000000,218272338,166112167,184384505,198670152,622296372,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,158,5.268971,Columbia Pictures,Canada,5.6,4598,John Cusack,2,Amanda Peet,1,Chiwetel Ejiofor,2,Thandie Newton,1,Oliver Platt,2,52,Roland Emmerich,2,1,Aaron Boyd,7,none,David Brenner
Dragonball Evolution,0,0,2009,30000000,31029906,9362785,10392691,11197891,48865675,PG,Fantasy,Based on TV,Live Action,Adventure,0,85,2.3192,Ingenious Film Partners,United States of America,3,399,Chow Yun-fat,2,Justin Chatwin,2,Joon Park,2,Jamie Chung,1,Emmy Rossum,1,15,James Wong,2,1,Stephen Chow,1,Ben Ramsey,none
Criminal,0,0,2015,31500000,31705922,14708696,14914618,15650890,24062566,R,Science Fiction,Original Screenplay,Live Action,Action,0,113,1.201287,2929 Productions,United States of America,6.5,33,John C. Reilly,2,Diego Luna,2,Maggie Gyllenhaal,1,Peter Mullan,2,Zitto Kazann,2,9,Gregory Jacobs,2,1,none,0,Steven Soderbergh,Stephen Mirrione
Strange Wilderness,0,0,2008,20000000,20973142,6575282,7548424,9004623,371802,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,86,0.397771,Paramount Pictures,United States of America,4.7,65,Steve Zahn,2,Allen Covert,2,Jonah Hill,2,Kevin Heffernan,2,Ashley Scott,1,16,Fred Wolf,2,1,Adam Sandler,2,Fred Wolf,none
Igor,0,0,2008,22000000,24890233,19528602,22418835,26743750,11484747,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,88,1.394609,Exodus Film Group,United States of America,5.6,143,John Cusack,2,Myleene Klass,1,Robin Walsh,0,Matt McKenna,2,John Cleese,0,24,Anthony Leondis,0,1,none,0,Anthony Leondis,none
Cadillac Records,0,0,2008,12000000,13212942,8195551,9408493,11223526,746965,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,110,0.97054,Parkwood Entertainment,United States of America,6.9,77,Adrien Brody,2,Jeffrey Wright,2,BeyoncÃ© Knowles,1,Gabrielle Union,1,Columbus Short,2,27,Darnell Martin,1,1,Sofia Sondervan,2,none,none
Marley & Me,1,1,2008,60000000,81186755,143153751,164340506,196044144,104658260,PG,Dramatization,Based on Fiction Book/Short Story,Live Action,Comedy,0,116,2.055947,Sunswept Entertainment,United States of America,6.9,1238,Owen Wilson,2,Jennifer Aniston,1,Eric Dane,2,Kathleen Turner,1,Alan Arkin,2,36,David Frankel,2,1,Karen Rosenfelt,2,Scott Frank,Mark Livolsi
The Express,0,0,2008,37500000,38949424,9793406,11242830,13411733,19903,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,130,1.053371,Davis Entertainment,Germany,7.1,66,Rob Brown,2,Dennis Quaid,2,Darrin Henson,2,Charles S. Dutton,2,Aunjanue Ellis,1,8,Gary Fleder,2,1,John Davis,1,none,William Steinkamp
Doubt,0,0,2008,20000000,24950078,33446470,38396548,45803792,19744631,PG-13,Historical Fiction,Based on Play,Live Action,Drama,0,104,1.339669,Scott Rudin Productions,United States of America,7,395,Meryl Streep,1,Philip Seymour Hoffman,2,Amy Adams,1,Viola Davis,1,Alice Drummond,1,45,John Patrick Shanley,2,1,Scott Rudin,2,John Patrick Shanley,Dylan Tichenor
Code Name: The Cleaner,0,0,2007,20000000,21439899,8135024,9574923,10606274,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91,0.330532,New Line Cinema,United States of America,4.6,71,Cedric the Entertainer,2,Lucy Liu,1,Nicollette Sheridan,1,Mark Dacascos,2,Callum Keith Rennie,2,13,Les Mayfield,0,1,none,0,none,none
Beverly Hills Chihuahua,1,1,2008,20000000,33988131,94514402,108502533,129434227,59703766,PG,Fantasy,Original Screenplay,Live Action,Adventure,0,91,1.519132,Walt Disney Pictures,United States of America,5,192,Drew Barrymore,1,Piper Perabo,1,Andy GarcÃ­a,2,George Lopez,2,Paul RodrÃ­guez,2,12,Raja Gosnell,2,1,none,0,Jeffrey Bushell,none
I Think I Love My Wife,0,0,2007,14000000,16223079,12559771,14782850,16375167,645640,R,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0,94,0.631505,Fox Searchlight Pictures,India,4.9,50,Chris Rock,2,Kerry Washington,1,Gina Torres,1,Steve Buscemi,2,Edward Herrmann,2,10,Chris Rock,2,1,Chris Rock,2,Chris Rock,Wendy Greene Bricmont
My Bloody Valentine,1,1,2009,14000000,19670055,51545952,57216007,61648959,51290050,R,Contemporary Fiction,Remake,Live Action,Horror,0,101,0.972836,Lionsgate,United States of America,5.2,276,Jensen Ackles,2,Jaime King,1,Kerr Smith,2,Betsy Rue,1,Edi Gathegi,2,16,Patrick Lussier,0,1,Jack L. Murray,1,Todd Farmer,Cynthia Ludwig
Hot Pursuit,0,0,2015,35000000,35484123,34580201,35064324,36795303,11100000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87,0.184525,Paramount Pictures,Mexico,6.2,19,John Cusack,2,Robert Loggia,2,Jerry Stiller,2,Wendy Gazelle,1,Monte Markham,2,10,Steven Lisberger,2,1,none,0,Steven W. Carabatsos,none
Paul Blart: Mall Cop,1,1,2009,26000000,42096980,146336178,162433158,175018069,39568572,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,91,3.601086,Columbia Pictures,United States of America,5.2,747,Kevin James,2,Keir O'Donnell,2,Jayma Mays,1,Raini Rodriguez,1,Shirley Knight,1,122,Steve Carr,2,1,Barry Bernardi,5,Kevin James,Jeff Freeman
